"","type","dataverse","classifier","specification","preprocessing","tested_class","alternative_class","accuracy","aucroc","precision","recall","f1","sd_accuracy","sd_aucroc","sd_precision","sd_recall","sd_f1","ent","sd_ent","classifier_rf","classifier_rf_rag","classifier_ds","classifier_sm","dataverse_full","dataverse_gtca","dataverse_gtall","dataverse_srca","dataverse_srall","type_allvall","type_onevall","type_onevone","specification_cls","specification_mean","specification_MAX","specification_def","specification_ex","specification_both","preprocessing_none","preprocessing_pre","preprocessing_norm","preprocessing_top200","onevone_casi","onevone_caen","onevone_cagm","onevone_ensi","onevone_engm","onevone_sigm","onevall_ca","onevall_si","onevall_en","onevall_gm","allvall_ca","allvall_si","allvall_en","allvall_gm","One vs. One","One vs. All","All vs. All"
"1993","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","GM",0.652747252747253,0.6125,0.116666666666667,0.116666666666667,0.116666666666667,0.0747737399393583,0.0943729304408844,0.162446572413483,0.162446572413483,0.162446572413483,0.543817414083272,0.0171861610210994,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1994","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","SI",0.652747252747253,0.6125,0.719047619047619,0.86,0.778787878787879,0.0747737399393583,0.0943729304408844,0.0492575258704219,0.134164078649987,0.0617691427595137,0.677035247511297,0.0267973205810205,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1995","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","SI","GM",0.710989010989011,0.681666666666667,0,0,0,0.0449072895422034,0.147243185090365,0,0,0,0.49730149037545,0.00973404450163519,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1996","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","GM","SI",0.710989010989011,0.681666666666667,0.720879120879121,0.98,0.830434782608696,0.0449072895422034,0.147243185090365,0.0286558347481435,0.0447213595499958,0.0309989125162427,0.64798960063411,0.0171947797240045,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1997","One vs. One","GT different all","Top-5 Similarity","MEAN","Normalized","SI","GM",0.792727272727273,0.699305555555556,0.1,0.1,0.1,0.0377026206424141,0.116192405751499,0.223606797749979,0.223606797749979,0.223606797749979,0.570042893739109,0.0388826014332186,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1998","One vs. One","GT different all","Top-5 Similarity","MEAN","Normalized","GM","SI",0.792727272727273,0.699305555555556,0.807727272727273,0.975,0.881198830409357,0.0377026206424141,0.116192405751499,0.0530962793049857,0.0559016994374947,0.0241497280225856,0.745643198723947,0.0703179758096388,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1999","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","GM",0.757692307692308,0.72,0,0,0,0.102604158844702,0.190540167827037,0,0,0,0.59042299563698,0.0399831585061792,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2000","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","EN",0.757692307692308,0.72,0.796581196581197,0.94,0.858830871645517,0.102604158844702,0.190540167827037,0.0337309183943096,0.134164078649987,0.0709997433247023,0.750524959302186,0.0327173503673055,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2001","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","EN","GM",0.807692307692308,0.65,0,0,0,0.0351104203528953,0.0772801541291309,0,0,0,0.533380773065838,0.0110570065388273,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2002","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","GM","EN",0.807692307692308,0.65,0.807692307692308,1,0.893280632411067,0.0351104203528953,0.0772801541291309,0.0351104203528953,0,0.0216491129448682,0.720563036509742,0.012700829095588,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2003","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","SI","GM",0.812173202614379,0.675045787545788,0,0,0,0.0198118809368232,0.186961796946748,0,0,0,0.572490788532734,0.0353031070196494,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2004","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","GM","SI",0.812173202614379,0.675045787545788,0.812173202614379,1,0.896245828698554,0.0198118809368232,0.186961796946748,0.0198118809368232,0,0.0122233288981328,0.770196911102956,0.0269821114885351,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2005","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","CA","SI",0.31,0.783333333333333,0.35,0.433333333333333,0.38,0.240831891575846,0.217306746840088,0.252762514801718,0.252762514801718,0.246756740310957,0.530055719777825,0.0182045756915427,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2006","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","CA",0.31,0.783333333333333,0.2,0.2,0.2,0.240831891575846,0.217306746840088,0.273861278752583,0.273861278752583,0.273861278752583,0.511535747328199,0.01825021688318,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2007","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","CA","SI",0.45,0.716666666666667,0.466666666666667,0.533333333333333,0.493333333333333,0.13228756555323,0.126381257400859,0.139443337755679,0.074535599249993,0.109036181558641,0.51032705377092,0.0159413275275612,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2008","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","SI","CA",0.45,0.716666666666667,0.4,0.366666666666667,0.38,0.13228756555323,0.126381257400859,0.223606797749979,0.217306746840088,0.216794833886788,0.51260304120231,0.0240998099295074,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2009","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","SI","GM",0.807359307359307,0.582696078431372,0,0,0,0.0197195532016111,0.0832868318289413,0,0,0,0.544077210161012,0.00380064024708829,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2010","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","GM","SI",0.807359307359307,0.582696078431373,0.807359307359307,1,0.893306342780027,0.0197195532016111,0.0832868318289413,0.0197195532016111,0,0.0122393305903567,0.751899867037264,0.00417496389131669,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2011","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","CA","EN",0.686666666666667,0.777777777777778,0.766666666666667,0.533333333333333,0.606666666666667,0.184992492340155,0.157134840263677,0.324893144826965,0.074535599249993,0.157056253191863,0.519925143905483,0.0315910375575462,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"2012","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","CA",0.686666666666667,0.777777777777778,0.683333333333333,0.8,0.727619047619048,0.184992492340155,0.157134840263677,0.108653373420044,0.298142396999972,0.200859829736595,0.57923173271443,0.0221955838966969,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"2013","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","CA","EN",0.7,0.711111111111111,0.6,0.466666666666667,0.513333333333333,0.2,0.205630616925797,0.418330013267038,0.361324723144647,0.366363511040909,0.498735236065246,0.0111724020238338,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"2014","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","EN","CA",0.7,0.711111111111111,0.703333333333333,0.866666666666667,0.769047619047619,0.2,0.205630616925797,0.189443629845104,0.182574185835055,0.166581610949636,0.551924208424388,0.0267594083966155,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"2015","One vs. One","Full Data","Top-5 Similarity","MEAN","Normalized","EN","GM",0.534188034188034,0.471132713440406,0.531350762527233,0.882417582417582,0.658979586699892,0.0530136583074883,0.0423328920554197,0.0377956713822945,0.112308552500953,0.0199032186706135,0.506356132741834,0.00229339066135334,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2016","One vs. One","Full Data","Top-5 Similarity","MEAN","Normalized","GM","EN",0.534188034188034,0.471132713440406,0.314285714285714,0.169230769230769,0.214090909090909,0.0530136583074883,0.0423328920554196,0.311531947310402,0.206406274846134,0.246967140719249,0.495039006088253,0.00085037438181171,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2017","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","CA","GM",0.771818181818182,0.524768518518518,0.2,0.1,0.133333333333333,0.11228284827403,0.0674561026798296,0.447213595499958,0.223606797749979,0.298142396999972,0.597369930048628,0.0334389589132002,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"2018","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","CA",0.771818181818182,0.524768518518518,0.8,0.95,0.866457811194653,0.11228284827403,0.0674561026798296,0.0612372435695795,0.111803398874989,0.0728045730670063,0.741952235587986,0.0479810661687979,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"2019","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","CA","GM",0.813636363636364,0.718055555555556,0.2,0.1,0.133333333333333,0.0545454545454545,0.126590955686923,0.447213595499958,0.223606797749979,0.298142396999972,0.551431976527067,0.0321730261892659,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"2020","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","GM","CA",0.813636363636364,0.718055555555556,0.811414141414141,1,0.895219421101774,0.0545454545454545,0.126590955686923,0.0502005975043819,0,0.0302691275527453,0.725716844836777,0.0415047479337124,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"2021","One vs. One","GT different baseline","Top-5 Similarity","MEAN","Normalized","EN","GM",0.784149184149184,0.641296296296296,0,0,0,0.0391541612410342,0.0537021072559647,0,0,0,0.528215926434683,0.0107802651207523,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2022","One vs. One","GT different baseline","Top-5 Similarity","MEAN","Normalized","GM","EN",0.784149184149184,0.641296296296296,0.784149184149184,1,0.878588368153586,0.0391541612410342,0.0537021072559647,0.0391541612410342,0,0.0244443250912195,0.725925427266121,0.0110415967980879,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2023","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","EN",0.5,0.833333333333333,0.2,0.3,0.24,0.173205080756888,0.166666666666667,0.298142396999972,0.447213595499958,0.357770876399966,0.523518836497128,0.0240348698954811,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"2024","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","SI",0.5,0.833333333333333,0.6,0.666666666666667,0.601904761904762,0.173205080756888,0.166666666666667,0.223606797749979,0.235702260395516,0.146679034728979,0.585275788709751,0.0592903890238712,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"2025","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","SI","EN",0.42,0.766666666666667,0.15,0.3,0.2,0.148323969741913,0.278886675511359,0.223606797749979,0.447213595499958,0.298142396999972,0.493855812563979,0.0111817059871832,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"2026","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","EN","SI",0.42,0.766666666666667,0.5,0.533333333333333,0.461904761904762,0.148323969741913,0.278886675511359,0.353553390593274,0.380058475033046,0.264917734203831,0.549444540972089,0.0387654372193582,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"2027","One vs. One","GT different all","Top-5 Similarity","MEAN","Normalized","EN","GM",0.736363636363636,0.636111111111111,0,0,0,0.0124482399432992,0.125154225845209,0,0,0,0.502157660963818,0.0176992831381458,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2028","One vs. One","GT different all","Top-5 Similarity","MEAN","Normalized","GM","EN",0.736363636363636,0.636111111111111,0.736363636363636,1,0.84812030075188,0.0124482399432992,0.125154225845209,0.0124482399432992,0,0.00823642943616785,0.679282944532781,0.0363183704546065,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2029","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","GM",0.790909090909091,0.701388888888889,0.3,0.166666666666667,0.2,0.051425947722658,0.124806949691746,0.447213595499958,0.235702260395516,0.273861278752583,0.614833587446522,0.0634725714572443,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2030","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","SI",0.790909090909091,0.701388888888889,0.816969696969697,0.952777777777778,0.878039215686275,0.051425947722658,0.124806949691746,0.0426784113006068,0.0648478751662709,0.0308493962544343,0.750684350445529,0.0726279035091034,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2031","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","SI","GM",0.774545454545455,0.625,0,0,0,0.0437876166501538,0.117851130197758,0,0,0,0.53850481496979,0.00725428643951474,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2032","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","GM","SI",0.774545454545455,0.625,0.789090909090909,0.977777777777778,0.872397660818714,0.0437876166501538,0.117851130197758,0.0354428885265781,0.0496903994999953,0.0280226205363016,0.719863710650821,0.0134626867991022,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"2033","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","EN","GM",0.783684210526316,0.4716875,0,0,0,0.0193738550729537,0.132828479430869,0,0,0,0.524038744635987,0.00383500106394285,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2034","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","GM","EN",0.783684210526316,0.4716875,0.783684210526316,1,0.878618113912232,0.0193738550729537,0.132828479430869,0.0193738550729537,0,0.0123341221415714,0.725561624650115,0.00488783164326774,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2035","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","GM",0.7,0.672222222222222,0.366666666666667,0.266666666666667,0.306666666666667,0.0588280868433854,0.169832332793266,0.217306746840088,0.149071198499986,0.173845397472071,0.596233917591737,0.0180531802968133,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2036","One vs. One","SR different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","EN",0.7,0.672222222222222,0.765555555555556,0.855555555555556,0.807103543171655,0.0588280868433854,0.169832332793266,0.0420170453359757,0.0594145823227984,0.0413547612788427,0.705336566071662,0.0326295983033519,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2037","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","EN","GM",0.789393939393939,0.841666666666667,0.7,0.266666666666667,0.38,0.0474317449772683,0.102815308462899,0.447213595499958,0.149071198499986,0.216794833886788,0.526244785942498,0.0241833756192894,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2038","One vs. One","SR different all","Random Forest","MAX","Pre-Processed","GM","EN",0.789393939393939,0.841666666666667,0.789090909090909,0.977777777777778,0.872397660818714,0.0474317449772683,0.102815308462899,0.0354428885265781,0.0496903994999953,0.0280226205363016,0.676451152438358,0.0510761862446309,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2039","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","EN","GM",0.880952380952381,0.610131578947368,0,0,0,0.023760279653788,0.136745108729582,0,0,0,0.635070502539655,0.00758706748861856,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2040","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","GM","EN",0.880952380952381,0.610131578947368,0.880952380952381,1,0.9365737514518,0.023760279653788,0.136745108729582,0.023760279653788,0,0.0133697102381427,0.838503937549257,0.00637577869242208,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"2041","One vs. One","Full Data","Mean Top-5 + Random Forest","CLS","Normalized","CA","SI",0.487304347826087,0.576554001554001,0.465026737967914,0.507575757575758,0.480729920753909,0.0441367823425718,0.057490239380593,0.0412780883755805,0.13573085505431,0.0765036662968567,0.551670703490565,0.0254075318204494,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2042","One vs. One","Full Data","Mean Top-5 + Random Forest","CLS","Normalized","SI","CA",0.487304347826087,0.576554001554002,0.51001221001221,0.467948717948718,0.48194708994709,0.0441367823425718,0.0574902393805929,0.0515892883853488,0.114131370607467,0.0749717937311574,0.551392458581196,0.0175732789810272,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2043","One vs. One","Full Data","Random Forest","CLS","Normalized","CA","SI",0.547101449275362,0.582643745143745,0.529292929292929,0.457575757575758,0.488658008658009,0.0623225268542376,0.0785143810350046,0.0800469202269049,0.105054754187569,0.0882492776668128,0.500750050612866,0.0034056254284252,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2044","One vs. One","Full Data","Random Forest","CLS","Normalized","SI","CA",0.547101449275362,0.582643745143745,0.561025641025641,0.630769230769231,0.592348392348392,0.0623225268542376,0.0785143810350046,0.0590968627318479,0.0561766725646324,0.0470764195067587,0.517980096017594,0.0060622297018648,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"2045","One vs. One","Full Data","Top-5 Similarity","CLS","Pre-Processed","CA","SI",0.528260869565217,0.508241064491065,0.532424242424242,0.304545454545455,0.339639563335215,0.0988323846957579,0.0468767265737068,0.304766993144259,0.265389503585592,0.227096523563645,0.49190154501204,0.00394552645615976,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
